0	吃海鮮，天氣超好，人爆多，祝大家Happy monter's day
1448	晚餐在Dundas上三草亭吃日本拉麵。這位年輕的老闆娘積極的帶領新人。員工是乎都是新移民(日文都很“標準”英文口音也很日本)   --- 偷照很漂亮的老闆娘
1449	null
1450	null
1451	甘地像及烏克蘭移民一百年紀念。city center
1452	在這兒真的可以“看到春天的腳步”。
1453	null
1454	I will learn how to say "No" in 2014.  It is too busy this year.  Ongoing projects seem ongoing forever.
1455	null
1456	我窗外的老友們；只要天氣好，到辦公室夠早就看得到他們。
我還在窗外看過台灣藍雀!?
1457	每年都來東華，卻沒住過校外的民宿;此次是“春上春宿”; 
照片中的小狗是旅館的小狗，我揮揮手他就自己過來和我玩耍。
東華運動場司令台是攀岩場。
1458	null
1459	Sile -- 黑海邊的小漁村
1460	用土耳其書法畫出的Sema Dance
1461	P1030798
1462	P1030808
1463	null
1464	null
1465	null
1466	null
1467	null
1468	null
1469	null
1470	null
1471	null
1472	null
1473	null
1474	null
1475	null
1476	null
1477	null
1478	null
1479	null
1480	null
1481	null
1482	null
1483	null
1484	null
1485	謝謝My+DNA的贈票，讓雙寶有機會體驗精緻又溫馨的親子館！空間寬敞明亮，遊戲區又依照年齡及肢體活動的不同讓孩子分樓層玩耍，不想爬樓梯（指我）還可以搭電梯帶小孩上上下下的玩，重點每層樓都貼心設有洗手間，帶小孩來玩真是讓爸媽太輕鬆了∼
1486	超精彩的研習！很棒的電台，無私的分享資源提供大家學習！
1487	等了一小時，終於...
1488	候補中...
1489	破病媽媽蹓小孩！我要看醫生啦∼
1490	好好玩∼^_^
1491	沒有拍到妹妹耶@@
1492	好食&好飽！
1493	Good place for kids!
1494	運動一下
1495	到了走馬瀨，第一件事就是泡茶，接著看一個升不了空的熱汽球，最後帶雙寶去親子廣場放電，裡面的休閒活動我都還來不及看一眼就天黑！這裡時間過好快喔∼∼
1496	變天了∼=_=
1497	真的不好找∼辜狗定位錯誤！
1498	宵夜∼完食！
1499	吃的好撐喔！打包帶走∼
1500	null
1501	好多人∼塞爆嚕！趕緊撤∼
1502	收錄到口袋名單！
1503	非假日，人確爆多=_=
1504	消磨小孩精力的好地方！重點是新開的喔∼^_^
1505	不錯吃∼適合姐妹聚會！哈哈∼
1506	終於可以進去玩了..身高剛剛好”95cm”,努力吃飯是有代價的！
1507	接老爺下班！一上車立刻睡死∼
1508	原來，爆米花可以搞定小孩的一餐，真是太容易了！
1509	null
1510	冷颼颼∼
1511	超適合小孩的地方喔！免費又好玩∼
1512	null
1513	拍不完的泰迪熊∼
1514	人好多！拍照像在打仗∼
1515	null
1516	休息一下，準備考試！
1517	null
1518	null
1519	又一個可以免費蹓小孩的地方！
1520	null
1521	空中花園被包下了！
1522	半天就玩完了！好在是跟學校買票一起去∼
1523	null
1524	好難找的店，無知的在門口打電話問人家店在哪∼丟臉事績再添一筆！
1525	沒什麼人，來餵蚊子，雙腳被叮的都是包！但卻又不錯玩耶∼
1526	很棒的民宿！剛好適合小孩的泳池
1527	海鮮披薩+義大利麵！
1528	我果然是雨神！
1529	基本救命術研習
1530	null
1531	包場耶！！
1532	null
1533	Happy Valentine's Day to all of my friends!^_^
1534	不一樣的米拉！
1535	新北市夏日藝術節
1536	手印畫動物園繪本，完成！YA!!!
1537	溜小孩
1538	null
1539	null
1540	人好多，拉拉熊小車今天賣完！
1541	null
1542	好好吃！
1543	很美的大學
1544	陽光耀眼
1545	排隊等熱氣球，排到腳快斷∼
1546	出發嚕！要各自前往不同的地方渡假啦！五天後見！
1547	"馬麻”開車溜小孩
1548	小孩聚會！
1549	不錯玩！
1550	null
1551	出發北上，回家囉！
1552	玩沙看日落
1553	老闆，招牌全上了吧！
1554	豔陽高照
1555	人山人海
1556	null
1557	So early in the morning
1558	null
1559	隱身於秘密的叢林裡！讓我們車停在”小”門口處打電話問老闆：請問入口處在那？（尷尬…）
1560	null
1561	null
1562	null
1563	享受另類的泡泡浴!
1564	null
1565	看我頭頂泡泡~~
1566	雙寶玩太瘋...讓乾媽們手忙腳亂!
1567	null
1568	被泡泡襲擊!!!
1569	泡泡仙子~~
1570	null
1571	少一隻...千千玩累在睡覺嚕!
1572	null
1573	null
1574	null
1575	null
1576	老爸在講有沒有在聽?!
1577	null
1578	null
1579	掉了一隻鞋的千千只能坐在推車裡!
1580	老爸找鞋找的粉累了!
1581	null
1582	太陽大到不可思議!
1583	null
1584	綠色的小玩意,讓琋琋愛不釋手~
1585	萌少女!!!
1586	null
1587	雙胞胎~猜哪一個是本尊?
1588	null
1589	正在學走路的千千
1590	認真的女孩最美麗~!
1591	null
1592	最近很愛嘟嘟嘴喔~!
1593	null
1594	null
1595	怎麼有這麼舒爽的狗…真的是公主∼
瞬間變狗奴才… :-S
1596	4月慶生會—阿母、阿弟&momo聯合慶生∼
結果可憐的momo只能在家癡癡的等打包美食…
1597	小b下午茶…可愛∼
1598	null
1599	null
1600	null
1601	一直下雨∼
1602	終於快要可以開啟休假模式
1603	好熱@@
1604	null
1605	貳樓廁所居然也有老四川的噴頭耶！Lea Lai 快來！哈哈∼ ^_^
1606	復刻版桌遊!
1607	null
1608	null
1609	null
1610	沒有台灣????
1611	null
1612	年會超屌!!!510個交換學生??
找得到我的就找吧哈哈
1613	null
1614	null
1615	null
1616	WTF!!!i have to go to school tomorrow morning
1617	法國學校好就好在沒課還可以出來打撞球哈哈
1618	每次去健身房回來都不會感覺很餓，但是吃不飽！
以後去吃吃到飽之前花個50塊先上健身房吧哈哈
1619	null
1620	null
1621	過去的20分鐘我在我出生到現在遇過最險惡的環境行走，還好冠傑體力好又命大！哈哈哈哈
1622	null
1623	null
1624	巴士旅行累爆了...六個晚上總共只睡了22個小時!??
現在剛到家！20分鐘後要出發去滑雪??
1625	null
1626	null
1627	小旅??????
1628	麥當勞有賣馬卡龍????
1629	下午沒課??
1630	剛剛地震好可怕
1631	null
1632	null
1633	四天沒睡加上今天在扶輪社一直想吐，快死了??
但是也因為感冒感受到同學們的溫暖??
1634	null
1635	今天跟轟哥轟姐還有轟姐的朋友去speedpark五個人裡面就我沒有駕照還第一名哈哈
可能是不懂行車安全吧!!!
1636	最後一天在第一轟家睡覺了，明天下午第二轟家就會來接我了!
1637	不用上課的交換生活真爽
1638	凡爾賽宮很像中正紀念堂！全部都是大陸人-_-#
1639	null
1640	巴黎之二哈哈哈哈
1641	法國好美
1642	null
1643	null
1644	null
1645	null
1646	So happy today:))
1647	null
1648	null
1649	null
1650	null
1651	比利時找轟媽的媽媽?
1652	null
1653	剛到家就看到這個！覺得我的接待家庭應該想殺了我家裡還一堆泡麵又買哈哈哈哈
1654	第一場雪!!!
La premiere neige!!!
1655	null
1656	我受不了了！那些在台灣的都沒有資格跟哥喊冷！
1657	null
1658	去你的Theatre！
一天到晚叫我們演一些奇怪的東西-_-#
1659	Happy to hang out with you guys:))
1660	今天真的是超爽！
很敗家的買了一支錶^ ^
1661	null
1662	null
1663	隔壁鄰居大半夜不睡覺在那邊彈鋼琴，是腦子破洞？
1664	null
1665	null
1666	昨天去逛家樂福，我拿了一盒健達出奇蛋，轟爸叫我放到籃子裡面！我就跟他說我要自己付因為我要分一些給朋友，結果他就說好！然後我想說他要讓我付，我就拿了很多我想吃的東西!結果結帳的時候轟爸衝過來把我手上一堆東西都搶去結帳-_-#
以後跟他出去逛街都不敢買東西了喇-_-#
1667	兩個神經病說好今天不能睡覺哈哈哈哈
有一隻豬一直睡，還害我買了一整隻烤雞.....
2:14......還得撐段時間哈哈哈哈
1668	環境會改變一個人的價值觀!!!!在台灣1包洋芋片25元買2包就覺得很浪費錢，在法國1包洋芋片如果能用60元台幣買到就覺得很便宜!!!
簡單來說:
0.8歐在台灣可以買到一瓶600CC的可樂，在這裡只能買到鋁罐的!
1.5歐在台灣可以買到家庭號的可樂，在這裡只能買到600CC的
2歐在台灣可以之吃到1個便當，在這裡可以吃一包薯條= =
在速食店吃飯至少6歐起跳...在台灣都可以吃小火鍋了

只能說想在法國活下來就自己煮吧... 哈哈哈哈哈詹森
1669	null
1670	今天上完法文課揪了一堆人去吃中國餐廳的Buffet!!!!真的不錯吃:)))至少大家都這麼說哈哈
Luis Gustavo帶我去逛了一家很酷的書店！有賣很多Monster beats的耳機!!!!
回家之後跟轟媽一起做蛋糕:))簡單（對我來說）
然後今天轟爸一直搞笑哈哈哈哈
1671	null
1672	null
1673	null
1674	來法國第一次吃到可頌^_^
超讚的:)))
1675	今天心情整個超好喔！早上跟轟爸去練Tai-jitsu，然後吃了一個超棒的午餐（薯條+火腿蛋）
，下午又去上第一堂THEATRE!!!! 老師叫每一個人上台演戲！
題目：從門口很悲傷的走進來，然後走到窗戶旁邊，然後想像突然看到一個東西就要超級驚嚇的彈到桌子旁邊...再來要跑到另一個定點，想像自己撿到一個東西然後很開心的離開!!!

聽完這個題目我立馬想到 陰 屍 路！

我就很小心的走進來（完全不悲傷-_-#）然後走到窗戶旁邊，想像突然看到外面有殭屍，然後就立即拔槍向後退...
然後在跑到定點...想像把一個死人的手扒開然後把他手裡的槍拿走，再很快樂的離場:)))

超 好 玩：）

放學之後到袁瑋瑩家吃點心...又跟 童祥和 詹森SKYPE超爽!!!!!

然後今天在路上看到一雙絲襪美腿，結果她一回頭發現她是黑人然後.........沒穿絲襪！哈哈哈哈    笑一個快死-_-#
1676	今天突然發現每個人都有一組學校wifi的帳密!!! 超爽:)))哈哈哈哈   但是Fb和Line都被封鎖哈哈..
1677	null
1678	null
1679	最近學法文學到有點精神錯亂....看到英文都會念成法文發音= =
1680	想說有點可憐在台北的你們看不到月亮....出去幫你們拍一下，結果我就很天真地穿著我的睡衣(短袖+短褲)就這樣走到院子..... 結果冷到我全身狂斗，路人看到我因該會覺得我被電到吧= =
1681	null
1682	null
1683	Oh!!!David!!
1684	已經好久沒有6點起床了！
累死-_-#
學校上課 都 聽 不 懂!!!!!
我還上他們的文學！聽的懂我就回台灣當老師了=_=
午餐排隊快1小時才輪到我:((
1685	明天就開學了!!!雖然沒有很重的課業壓力，但還是有點緊張同學不會跟我講英文....
1686	null
1687	Finally arrive:))
1688	出境了！希望一切順利^_^
我會想念大家的！
1689	大家明年再見^_^
1690	哇哈哈哈！在一個小時就要離開家裡了!!!!!
1691	null
1692	null
1693	拍不到星星喇-_-#
1694	null
1695	null
1696	null
1697	累死-_-#
騎了快一小時才到！
1698	玩整天好爽!!
1699	有璿今天頭七.....
1700	null
1701	-_-#
超瘋狂！
可是我們都不想睡^_^
1702	null
1703	這暑假.....

爽的有點太超過了^_^
1704	也太會吃-_-#
三個人點餐點了七次
1705	Welcome
1706	null
1707	打工真的有累到-_-#
1708	null
1709	null
1710	圖書館好讚喔！！！??
1711	null
1712	基測剩16天??

大家加油了！！！

等到考完試再一起出去玩^_^
1713	第二天了！好快喔！
1714	畢旅半夜被叫去走廊罰站！因為我們在看飛天小女警！！
1715	晚會並沒有像隔宿那麼High!!
1716	運動沒流汗
1717	null
1718	null
1719	晚餐^_^
1720	晚餐^_^
1721	好累.....
1722	兩天都在吃！我要肥死了^_^
1723	null
1724	null
1725	null
1726	null
1727	null
1728	null
1729	null
1730	好無聊喔！
1731	null
1732	null
1733	null
1734	null
1735	null
1736	null
1737	null
1738	null
1739	null
1740	null
1741	null
1742	null
1743	null
1744	臭咪早上6點多就跑到床邊抓我的臉，把我的手拉下床

假日比平日早起，淚都乾了: (
1745	早上8點買的海鮮堡，現在終於有時間吃了XD
1746	完蛋了完蛋了

有個大一學生剛剛中午在餐廳巴助教的頭

這學期要被當了
1747	昨晚只睡了一個半小時Q_Q
1748	覺得累累
1749	我今天上的課是多位任課老師合開的管理課，

專請知名企業的老總、老董來演講，

今天講者是生寶臍帶血的集團董事，演講結束後，其中一位任課老師發問：

我們這堂是管理課，
你們是做生醫的，之前美兆集團曹總裁也來演講過，很清楚說明他們的企業管理，或是像台電公司他們也有自己的方法，

但是我剛剛聽你講完，你都沒提到你們如何做內部管理，或營運圖表也沒放，有了臍帶血，我花一筆錢存在那，吳淑真還是沒站起來啊

（這是老師嗆講者的意思嗎....？）
1750	覺得迷路
1751	下午6點我幫打掃阿姨一起打包這半個人高，1.5個人寬的垃圾桶

現在11：30我們要回家了，

才經過5個半小時，它又滿了！？

我們念資工所會胖不是沒原因...
1752	下午跟老闆開會拿到兩項任務

明明很簡單的東西，卻想了一個晚上，現在還是不知道從何下手，

學的越多，顧慮越多，

以前寫程式，哪管效能、安全性、程式漂不漂亮...etc

現在......

-----覺得腦袋不靈光
1753	他是雞吧？

我在學校發現他在逛街.....
1754	今天愚人節笑到牛仔褲都破了。
1755	天氣實在太熱了，溜回來吹冷氣...

學長們加油，精神與你們同在！
1756	晚餐吃完回學校寫程式ˊ_>ˋ
1757	感謝兩位特地送來的禮物∼∼
1758	午餐：）
1759	嗯..每晚從lab回家都有點可怕。
1760	當研究生的樂趣在於

看見耕耘一整天的程式跑出不錯的成果

晚餐也能吃得津津有味了∼

ps.剛剛摩斯店員差點請我吃晚餐
1761	首先，感謝諸位的愛戴與祝賀∼

讓我最近每天在研究室待到半夜，生日也不例外，

下午開會卻被電到天花板上的鳥氣一掃而空，

今天回來，收到來自台中、台北、桃園、高雄、美國的賀卡、禮物

深感窩心啊∼∼

也感謝今晚一起吃慶生晚餐的各位，

以及辛苦寫卡片的內人，

今年願望還沒許，現在來許吧！

第一，

我希望明年、後年、5年後、10年後..，大家每年都有機會聚在一起吃飯、聊天，就像往常一樣！

第二，

我希望我們這些研究生都能順順利利的畢業，不要被老闆扣留，找到一份喜歡的工作；
有工作的同學，希望老闆不血汗、準時上下班、薪水年年漲！

第三，

......

第四，

英九下台，謝謝大家！
1762	唉....
1763	生日小確幸，寫一整天的程式，終於找出問題

謝謝大家今天的祝福：）
1764	....在台北車站迷路，捷運找超久

到底誰設計的環境，像迷宮想逼死我嗎(￣?￣)?

英九不用負責嗎！？
1765	Brunch一隻雞XD
1766	每次我盤腿坐在地上打電腦，

啾咪就會來窩在我腿上，然後安靜的睡著∼

好Q~~~~~
1767	騎到站點發現...

沒位子還車...=.=

總算等到位子...

刷卡卻有一堆錯誤回報

刷了10幾次車是鎖上了，但還是一堆錯誤訊息，都沒說已還車成功

也不知道會不會之後說我逾期沒還車，又收罰單？

爛東西到底誰寫的...

未看先猜又一堆巨額經費的產物

（gan....顧打這篇搭錯捷運，生氣必成北七）
1768	凌晨4：10剛回到飯店

最後一天在韓國吃宵夜

好開心，因為明天要回溫暖的臺灣了！！

上一次來韓國玩，心得是....

「去你媽的韓國人」

這次六天五夜的心得，明天再說，待我吃宵夜先！
1769	凌晨3：20分，吃宵夜....
1770	通往天堂的階梯ˊ_>ˋ
1771	坐一排，只有我看過敏，其他全都要打肉毒、打小腿、打鼻子、雷射除紋....

我幫啾咪掛號去除個毛好了
1772	（10分鐘前的捷運上）

宅宅：都講幾次了，叫妳出門順便幫我帶是不會喔？每次都要我講，妳白癡喔？

正妹女友：吼...對不起嘛我又不是故意忘記的，你幹嘛講的好像都是我的錯....

宅宅：對，最好就不是妳的錯，很好。

正妹女友：可是那是你自己的東西.....

宅宅：so? so? so? 就順手放進妳包包很難嗎？ 很難嗎？ 走了啦下車啦！

正妹女友：吼你拉痛我了啦，很痛，車又還沒停，幹嘛那麼趕....

宅宅：我趕？ 「現在人這麼多」，不快點走會出不去妳是不懂嗎？


（靠北啊，你也知道捷運上人多還當眾耍廢.....）

（剛剛點飲料時）

宅宅B：你們有沒有行動充電？

星巴克店員：我們沒有耶不好意思，你是什麼手機？（準備找零）

宅宅B：嘖！ 巴特服賴啦！（很不屑的??手指挑撥，示意要零錢）

（今天阿宅們人品沒有極限，星巴克沒有手機充電服務吧？ 店員還問他哪款手機幹嘛.....）
1773	捷運上，不時會有橫衝直撞、肘擊必殺、腳踩攻擊的野生歐巴桑出沒，

有時我會想....當兩隻歐巴桑遇上彼此時，她們會發生什麼事情？
1774	餐具很特，但不知道好不好吃？
1775	身體健康就能省荷包...

Q_Q
1776	（美食街的壓迫感也太扯...）

這裡吃東西都沒得選，

我要鯛魚飯

a店：只有牛肉飯

好吧，5分鐘後

a店：商量一下，半豬半牛可以嗎？

ㄜ我吃別的好了....

我要東坡肉便當！

b店：只有雞腿跟排骨

那醬燒雞腿好了

b店：不行，只有炸的，100塊謝謝。

（咳到吐血，看完內科還要轉診等2小時，吃飯也這麼辛苦...）
1777	一天是要報幾次吳憶樺....

他回來兩天就跟30歲的記者姊姊喇舌這也要報

怎不乾脆飛巴西採訪女友：妳頭上怎麼綠綠的？
1778	今天一早鬧鐘響，正打算下床去按掉，

雙腳伸出被子後，居然直接摔下床，

瞬間都醒了...因為雙腳麻到完全沒感覺，無法站立啊∼∼

短短幾分鐘突然體驗到傷殘人士的辛苦: (

話說已經咳了好幾個晚上都不能睡好，吐痰都有血絲了

剛剛把藥單拿來一看，醫生只開了胃炎藥、止痛藥，沒有任何喉嚨痛跟止咳的藥啊！！

到底是想逼死誰.....
1779	每次看越南籍同學報proposal有兩個特點

1.童軍式的稍息動作
2.字正腔圓帶著濃濃的口音說：
hello everyone my name is XXXXX,i'm going to introduce ...

感覺很像在看小學生的英文朗讀比賽
1780	happy new year 2014
1781	施博文已經輸2萬了！！
1782	我只帶50塊出門
(╯°□°）╯︵ ???
1783	凌晨一點，我們還在研究室工作..
RoadMovies｜dots by internavi
http://www.honda.co.jp/internavi-dots/roadmovies/
1784	剛剛開完會，

老闆贊助一千大洋的晚餐XD

「讓你們吃很爽！」
1785	吼....今天第一餐，好餓

(╯°□°）╯︵ ???
1786	平安夜+聖誕節

連續兩天老子都在研究室熬夜

咖啡配論文

黯淡的望著大家過年過節的氣氛

好生羨慕啊~~


蕭淑貞妳說怎麼辦....
1787	null
1788	這兩隻小傢伙不知道在思考什麼人生大事...

統治世界嗎？
1789	趕時間就隨便挑一間餐廳走進來

結果是西提版的泰式料理=_=
1790	巧遇正妹

XD
1791	手殘沒藥醫..
1792	兄弟下個月要去美國了好感傷啊
1793	好啦我愛哭愛跟路.... Q_Q
1794	台北同學會XD
1795	真的是純手工Home made耶...

這女孩好認真的在實現自己的夢想

好感人T__T
1796	大學的時候，

我都提著早餐進教室，

拿著筷子上課。

念了研究所，

拿著原子筆吃下午茶....

出來混的，總是要還O_Q
1797	好~舒~服~~~

按完再喝一盅雞湯：)

(這女人說她剛剛睡著了@@)
1798	吃完薑母鴨又吃炸雞XDD

韓式燒酒像感冒藥水...
1799	以前念大學,

總覺得逢甲商學院的建築比理工學院有質感

念了研究所之後,

已經不只是建築物的問題了..

我們只差一層樓而已啊O_Q

(我好像明白了什麼....)
1800	台北難得的陽光、藍天、白雲

覺得奢侈的一天~
1801	高級特務出任務

一天花3K還直接跟公司報帳..

過好爽XD
1802	為什麼開外幣存摺要看學生證？
1803	啾咪一日駕駛長~
1804	事情是這樣的...

我的房間左邊，住著一個胖宅工程師，每天早上七點出門就大力甩門，半夜就在房裡阿阿阿的叫。

於是惹怒了我右邊的鄰居，她似乎是一個有高度幻想or神經質的護士，(也就是之前時不時在晚上我只穿一條四角褲跟背心在房間看電影時來敲我房門的那位)，

於是她去跟房東說了胖宅的生活習慣差，然後房東就要我們這些房客配合演戲，房東騙胖宅說要把房子賣了，請搬出去。

於是胖宅跑去敲神經病護士，不對，神經質護士的門，

問一句：房東要我們搬家？

接著神經病，不對，神經質護士就一直不斷的腦補一些幻想劇情....

ps.這是什麼對話群組？
她跟我要了line，說要創一個我們這些房客的群組，而且取了一個奇怪的群組名稱，說是來自歐洲某個小鎮還三小的...i dont care
每天都有100、200則訊息，零北都懶的開LINE了

ps2. 我講了一堆廢話只是想表達，我的鄰居都是怪咖，這是為什麼我整天在研究室到半夜才回家的原因之一
1805	學校每次準備的午餐都好好吃XD
1806	15:30 吃早餐
1807	提前慶生~

生日快樂！！

：)
1808	is time to go home ：)
1809	剛剛我去廁所

發現一個留著落腮鬍戴著耳機到胖宅尿尿完沒洗手

於是跟在他後面，看他走到哪間教室

居然走進我上課教室..

哦！ 那我看看他坐哪好了

幹！他坐我旁邊 
幹！他坐我旁邊 
幹！他坐我旁邊 

他時不時抖腳，斜眼盯著我的手機螢幕觀察我在幹嘛

於是我打了這篇文章

(零北承認就是要打給你看到的........胖子)

我好像越來越賤了~
1810	感謝Daniel Hsieh的大恩大德~~~~
1811	剛剛坐在位子上翹腳

不小心推到桌子下方

突然發現原來我的桌子有隱藏式抽屜

但抽屜裡面..........
1812	黃彥鈞 你問.....前面那位？
1813	(當我畫了第一個架構圖)

老師:太潦草了

(於是我畫了第二個架構圖+Class說明)

老師:不夠詳細,應該要有程式碼

(於是我畫了第三個架構圖+程式執行流程)

老師:不夠清楚,應該要有一些執行的模擬圖

(於是我畫了第四(4.1,4.2,4.3,4.4...)個執行流程的模擬圖)

老師: 其實應該要放程式碼來說明才比較清楚

(於是我畫了第五個程式碼的執行流程圖)

老師:應該要有類似架構圖的東西

(不就是第一張圖嗎.....)
(不就是第一張圖嗎.....)
(不就是第一張圖嗎.....)


我都要崩潰了....淚都乾了...................................
1814	謝謝兩位~~

下次見囉：)
1815	正港的"永和"豆漿~~~

從台北市跑來台北縣吃宵夜

超大碗豆漿才25塊~
1816	小寶的粉絲不好當Q_Q
1817	下午茶是要付出代價的...

(喘...)
1818	在拿下全世界之前，

我是不會回去找妳的。

台中的捧油們掰掰Q__Q
1819	happy birthday~~

part 2
1820	我小看它了....

第一次來IKEA耶~~~~
1821	謝謝妳們~~~

要天天開薰喲：)
1822	又餓又累又濕的一天：(

好想快點回台中吃飯
1823	慶祝颱風假~

(第一次來威秀看鬼片...)
1824	今天早上一醒來張開眼睛

就看到這兩個小傢伙已經起床趴在床頭看我睡覺

怎麼有一種莫名的幸福感

突然好羨慕蘇奕軒啊~~

每天被兩隻可愛的貓萌醒
1825	路痴一個人在台北市跟新北市搭捷運、坐公車、手刀奔走一整天，決定這間了！

交通資訊：

萬隆站(台大、台科大公館站的下一站)

3號出口走路7分鐘，在3樓而已喲

等我搬來台北歡迎來玩耍喔

一樣請保持乾淨謝謝~~

(照片最後的FIN是我今天的晚餐，沒空吃飯啊Q_Q)
1826	為什麼台北看屋

總是實體跟照片不符？

雖然6樓但房間內還算可以

週邊生活圈也不錯

搭公車約4站就到頂溪捷運站

(這是IKEA傢俱房的實體照)

晚上還有另一間要看...好累：(

明天下午老師約meeting

可是明天還要看一天的房.......

真是辛苦蘇奕軒今天一早就陪我出門看房了
1827	這兩隻小傢伙真的很忙..
1828	日本妹讓我們養成一個壞習慣...

(.....)
1829	今天淺草雷門的祈運黑檀手環帶來好消息：)

東京天空之樹

國立台灣科技大學 x 資訊工程研究所
1830	最後一天參拜行程：)
1831	燒肉放題 in 90 min

吃到叫媽媽@@

(居然有辦法在吃到飽點餐...XD)
1832	好巧~

這也是來自台灣

朝聖啊！！
1833	來自台灣阿里山的神木所製成的鳥居~~~~
1834	一蘭拉麵  世界最高！！！！

好懷念的味道：)
1835	今日的富士山女郎：)

依喲爹斯嘎？
1836	穿長袖防曬？

不，是防寒=.=

騙人的吧...夏天還真的零下結冰啊！！！

(真的很冷)
1837	good weather so far today

is good to see Mt. Fuji 

have a nice day：)
1838	森美術館關了，哈利波特展關了，

一瓶1000日圓的啤酒賞東京鐵塔，

So sad：(

松板豬排飯好吃的莫名奇妙...
1839	絕對不是痴漢！
1840	我居然

從早上9點多待在星巴克一直到下午5點多....

到底怎麼辦到的...
1841	party怎麼可以缺席！！！！！！！！！！！！
1842	今天午餐好豐盛~~~~

3：30跟設師有約

晚上繼續趕工作進度

美好的一天~~~
1843	陪姐再笑一次~
1844	午餐午餐~

：)
1845	好餓~~~~~
1846	我：蔬果棒？

店員：沒有

我：密斯朵？

店員：沒有

...

廖晨鐘你說這樣可以嗎....
1847	感覺是悠閒的禮拜日~~~

一起床就好想吃蔬菜燉飯~~

結果吃飽還得趕工作進度Q_Q
1848	好像有點多...
1849	又來到歡樂週末電影時光~

兩個大叔來看大叔~

明天禮拜一，工作加油：)
1850	吃到起雞皮疙瘩...

出來外面曬太陽真舒服

我也好想要........
1851	道歉文：

對不起大家~~~~~

因為我手機忘了開聲音

歡樂午餐時光睡過頭T__T

而且忘了起床買廖威安支持的敵隊贏

然後.....

所以是哪隊贏了=.=？

(男生道歉不用露出胸部吧？)
1852	根本霧茫茫...
1853	以前看重的事情

現在都不重要了

以前不在乎的事情

現在卻能逗我笑了

呵呵~ 吃晚餐吧：)
1854	食物，簡單，就是美味

空間，簡約，就是舒適


老友，相聚，就有歡笑

下次見：)
1855	今天一整天有點恍神

還花了兩個小時思考晚餐要吃什麼

結果來星巴克啃蔬果棒、寫營運分析

店員：需要什麼？

我：蔬果棒

店員：ㄏㄚˊ　你喜歡吃這個喔？

我：嗯

(吃蔬果棒錯了嗎=.=)
1856	從上上禮拜某天開始

「幾乎每天」要出門時

都會發現我左邊的後照鏡被弄歪

是無心的我就不計較了

但停車格我幾乎靠右停了

留了好大一個空隙給他

我左邊停車格的人兄是